datetime;total_votes;Ucsus;1917;vjik;Yardrey;Есения;navalny;Der_Sturmer;kotophalk;groundhog;Carrotin
2021-03-24 00:00:59;0;0;0;0;0;0;0;0;0;0;0
2021-03-24 00:01:58;0;0;0;0;0;0;0;0;0;0;0
2021-03-24 00:02:59;0;0;0;0;0;0;0;0;0;0;0
2021-03-24 00:03:59;0;0;0;0;1;0;0;0;0;0;0
2021-03-24 00:04:58;3;0;1;1;1;0;0;0;0;0;0
2021-03-24 00:05:59;3;0;1;1;1;0;0;0;0;0;0
2021-03-24 00:06:59;5;0;2;1;1;0;0;1;0;0;0
2021-03-24 00:07:58;6;0;2;1;1;0;0;1;0;0;1
2021-03-24 00:08:59;6;0;2;1;1;0;0;1;0;0;1
2021-03-24 00:09:58;7;0;3;1;1;0;0;1;0;0;1
2021-03-24 00:10:59;7;0;3;1;1;0;0;1;0;0;1
2021-03-24 00:11:59;10;0;3;2;1;0;0;2;0;0;2
2021-03-24 00:12:58;10;0;3;2;1;0;0;2;0;0;2
2021-03-24 00:13:59;10;0;3;2;1;0;0;2;0;0;2
2021-03-24 00:14:59;10;0;3;2;1;0;0;2;0;0;2
2021-03-24 00:15:58;10;0;3;2;1;0;0;2;0;0;2
2021-03-24 00:16:59;11;0;3;2;1;0;0;2;0;0;2
2021-03-24 00:17:59;11;0;3;2;1;0;0;2;0;0;2
2021-03-24 00:18:58;11;0;3;2;1;0;0;2;0;0;2
2021-03-24 00:19:59;12;0;4;2;1;0;0;2;0;0;2
2021-03-24 00:20:59;13;0;4;2;1;0;0;2;0;1;2
2021-03-24 00:21:59;15;1;4;3;1;0;0;2;0;1;2
2021-03-24 00:22:59;16;2;4;3;1;0;0;2;0;1;2
2021-03-24 00:23:59;16;2;4;3;1;0;0;2;0;1;2
2021-03-24 00:24:58;17;2;4;3;2;0;0;2;0;1;2
2021-03-24 00:25:59;17;2;4;3;2;0;0;2;0;1;2
2021-03-24 00:26:58;18;2;4;3;2;0;0;2;0;1;2
2021-03-24 00:27:59;18;2;4;3;2;0;0;2;0;1;2
2021-03-24 00:28:59;18;2;4;3;2;0;0;2;0;1;2
2021-03-24 00:29:58;19;2;4;3;2;0;0;2;0;1;2
2021-03-24 00:30:59;19;2;4;3;2;0;0;2;0;1;2
2021-03-24 00:31:59;21;2;5;4;2;0;0;2;0;1;2
2021-03-24 00:32:58;22;2;5;5;2;0;0;2;0;1;2
2021-03-24 00:33:59;22;2;5;5;2;0;0;2;0;1;2
2021-03-24 00:34:59;22;2;5;5;2;0;0;2;0;1;2
2021-03-24 00:35:58;24;2;5;5;2;0;0;2;1;1;2
2021-03-24 00:36:59;24;2;5;5;2;0;0;2;1;1;2
2021-03-24 00:37:58;25;2;5;6;2;0;0;2;1;1;2
2021-03-24 00:38:59;25;2;5;6;2;0;0;2;1;1;2
2021-03-24 00:39:59;26;3;5;5;2;0;0;3;1;1;2
2021-03-24 00:40:58;26;3;5;5;2;0;0;3;1;1;2
2021-03-24 00:41:59;26;3;5;4;2;0;0;3;1;1;2
2021-03-24 00:42:59;26;3;5;4;2;0;0;3;1;1;2
2021-03-24 00:43:58;26;3;5;4;2;0;0;3;1;1;2
2021-03-24 00:44:59;26;3;5;4;2;0;0;3;1;1;2
2021-03-24 00:45:59;26;3;5;4;2;0;0;3;1;1;2
2021-03-24 00:46:58;26;3;5;4;2;0;0;3;1;1;2
2021-03-24 00:47:59;26;3;5;4;2;0;0;3;1;1;2
2021-03-24 00:48:59;26;3;5;4;2;0;0;3;1;1;2
2021-03-24 00:49:59;27;4;5;4;2;0;0;3;1;1;2
2021-03-24 00:50:58;27;4;5;4;2;0;0;3;1;1;2
2021-03-24 00:51:59;27;4;5;4;2;0;0;3;1;1;2
2021-03-24 00:52:59;27;4;5;4;2;0;0;3;1;1;2
2021-03-24 00:53:58;27;4;5;4;2;0;0;3;1;1;2
2021-03-24 00:54:59;28;5;5;4;2;0;0;3;1;1;2
2021-03-24 00:55:58;28;5;5;4;2;0;0;3;1;1;2
2021-03-24 00:56:59;28;5;5;4;2;0;0;3;1;1;2
2021-03-24 00:57:59;28;5;5;4;2;0;0;3;1;1;2
2021-03-24 00:58:58;28;5;5;4;2;0;0;3;1;1;2
2021-03-24 00:59:59;28;5;5;5;2;0;0;3;1;1;2
2021-03-24 01:00:59;28;5;5;5;2;0;0;3;1;1;2
2021-03-24 01:01:58;28;5;5;5;2;0;0;3;1;1;2
2021-03-24 01:02:59;29;5;5;6;2;0;0;3;1;1;2
2021-03-24 01:03:58;29;5;5;6;2;0;0;3;1;1;2
2021-03-24 01:04:59;30;5;6;6;2;0;0;3;1;1;2
2021-03-24 01:05:59;30;5;6;6;2;0;0;3;1;1;2
2021-03-24 01:06:59;30;5;6;6;2;0;0;3;1;1;2
2021-03-24 01:07:58;30;5;6;6;2;0;0;3;1;1;2
2021-03-24 01:08:59;30;5;6;6;2;0;0;3;1;1;2
2021-03-24 01:09:58;30;5;6;6;2;0;0;3;1;1;2
2021-03-24 01:10:59;30;5;6;6;2;0;0;3;1;1;2
2021-03-24 01:11:59;30;5;6;6;2;0;0;3;1;1;2
2021-03-24 01:12:59;30;5;6;6;2;0;0;3;1;1;2
2021-03-24 01:13:58;30;5;6;6;2;0;0;3;1;1;2
2021-03-24 01:14:59;30;5;6;6;2;0;0;3;1;1;2
2021-03-24 01:15:58;30;5;6;6;2;0;0;3;1;1;2
2021-03-24 01:16:59;31;5;6;6;2;0;0;3;1;1;2
2021-03-24 01:17:59;31;5;6;6;2;0;0;3;1;1;2
2021-03-24 01:18:58;31;5;6;6;2;0;0;3;1;1;2
2021-03-24 01:19:59;31;5;6;6;2;0;0;3;1;1;2
2021-03-24 01:20:58;31;5;6;6;2;0;0;3;1;1;2
2021-03-24 01:21:59;31;5;6;6;2;0;0;3;1;1;2
2021-03-24 01:22:59;31;5;6;6;2;0;0;3;1;1;2
2021-03-24 01:23:58;32;5;7;6;2;0;0;3;1;1;2
2021-03-24 01:24:59;32;5;7;6;2;0;0;3;1;1;2
2021-03-24 01:25:59;33;5;7;7;2;0;0;3;1;1;2
2021-03-24 01:26:58;33;5;7;7;2;0;0;3;1;1;2
2021-03-24 01:27:59;33;5;7;7;2;0;0;3;1;1;2
2021-03-24 01:28:59;33;5;7;7;2;0;0;3;1;1;2
2021-03-24 01:29:58;33;5;7;7;2;0;0;3;1;1;2
2021-03-24 01:30:59;33;5;7;7;2;0;0;3;1;1;2
2021-03-24 01:31:59;34;6;7;7;2;0;0;3;1;1;2
2021-03-24 01:32:58;34;6;7;7;2;0;0;3;1;1;2
2021-03-24 01:33:59;34;6;7;7;2;0;0;3;1;1;2
2021-03-24 01:34:58;34;6;7;7;2;0;0;3;1;1;2
2021-03-24 01:35:59;34;6;7;7;2;0;0;3;1;1;2
2021-03-24 01:36:59;34;6;7;7;2;0;0;3;1;1;2
2021-03-24 01:37:58;34;6;7;7;2;0;0;3;1;1;2
2021-03-24 01:38:59;34;6;7;7;2;0;0;3;1;1;2
2021-03-24 01:39:58;34;6;7;7;2;0;0;3;1;1;2
2021-03-24 01:40:59;34;6;7;7;2;0;0;3;1;1;2
2021-03-24 01:41:59;34;6;7;7;2;0;0;3;1;1;2
2021-03-24 01:42:58;34;6;7;7;2;0;0;3;1;1;2
2021-03-24 01:43:59;34;6;7;7;2;0;0;3;1;1;2
2021-03-24 01:44:58;34;6;7;7;2;0;0;3;1;1;2
2021-03-24 01:45:59;34;6;7;7;2;0;0;3;1;1;2
2021-03-24 01:46:59;34;6;7;7;2;0;0;3;1;1;2
2021-03-24 01:47:58;34;6;7;7;2;0;0;3;1;1;2
2021-03-24 01:48:59;34;6;7;7;2;0;0;3;1;1;2
2021-03-24 01:49:59;34;6;7;7;2;0;0;3;1;1;2
2021-03-24 01:50:58;34;6;7;7;2;0;0;3;1;1;2
2021-03-24 01:51:59;34;6;7;7;2;0;0;3;1;1;2
2021-03-24 01:52:59;34;6;7;7;2;0;0;3;1;1;2
2021-03-24 01:53:58;35;7;7;7;2;0;0;3;1;1;2
2021-03-24 01:54:59;35;7;7;7;2;0;0;3;1;1;2
2021-03-24 01:55:59;35;7;7;7;2;0;0;3;1;1;2
2021-03-24 01:56:58;35;7;7;7;2;0;0;3;1;1;2
2021-03-24 01:57:59;35;7;7;7;2;0;0;3;1;1;2
2021-03-24 01:58:58;35;7;7;7;2;0;0;3;1;1;2
2021-03-24 01:59:59;35;7;7;7;2;0;0;3;1;1;2
2021-03-24 02:00:59;35;7;7;7;2;0;0;3;1;1;2
2021-03-24 02:01:58;35;7;7;7;2;0;0;3;1;1;2
2021-03-24 02:02:59;35;7;7;7;2;0;0;3;1;1;2
2021-03-24 02:03:58;35;7;7;7;2;0;0;3;1;1;2
2021-03-24 02:04:59;35;7;7;7;2;0;0;3;1;1;2
2021-03-24 02:05:59;35;7;7;7;2;0;0;3;1;1;2
2021-03-24 02:06:58;35;7;7;7;2;0;0;3;1;1;2
2021-03-24 02:07:59;36;7;7;8;2;0;0;3;1;1;2
2021-03-24 02:08:58;36;7;7;8;2;0;0;3;1;1;2
2021-03-24 02:09:59;36;7;7;8;2;0;0;3;1;1;2
2021-03-24 02:10:59;36;7;7;8;2;0;0;3;1;1;2
2021-03-24 02:11:58;36;7;7;8;2;0;0;3;1;1;2
2021-03-24 02:12:59;36;7;7;8;2;0;0;3;1;1;2
2021-03-24 02:13:59;37;7;7;9;2;0;0;3;1;1;2
2021-03-24 02:14:58;37;7;7;9;2;0;0;3;1;1;2
2021-03-24 02:15:59;37;7;7;9;2;0;0;3;1;1;2
2021-03-24 02:16:59;37;7;7;9;2;0;0;3;1;1;2
2021-03-24 02:17:59;37;7;7;9;2;0;0;3;1;1;2
2021-03-24 02:18:58;37;7;7;9;2;0;0;3;1;1;2
2021-03-24 02:19:59;37;7;7;9;2;0;0;3;1;1;2
2021-03-24 02:20:59;38;7;8;9;2;0;0;3;1;1;2
2021-03-24 02:21:58;38;7;8;9;2;0;0;3;1;1;2
2021-03-24 02:22:59;38;7;8;9;2;0;0;3;1;1;2
2021-03-24 02:23:59;38;7;8;9;2;0;0;3;1;1;2
2021-03-24 02:24:58;38;7;8;9;2;0;0;3;1;1;2
2021-03-24 02:25:59;38;7;8;9;2;0;0;3;1;1;2
2021-03-24 02:26:58;38;7;8;9;2;0;0;3;1;1;2
2021-03-24 02:27:59;38;7;8;9;2;0;0;3;1;1;2
2021-03-24 02:28:58;38;7;8;9;2;0;0;3;1;1;2
2021-03-24 02:29:59;38;7;8;9;2;0;0;3;1;1;2
2021-03-24 02:30:59;38;7;8;9;2;0;0;3;1;1;2
2021-03-24 02:31:58;38;7;8;9;2;0;0;3;1;1;2
2021-03-24 02:32:59;38;7;8;9;2;0;0;3;1;1;2
2021-03-24 02:33:58;38;7;8;9;2;0;0;3;1;1;2
2021-03-24 02:34:59;38;7;8;9;2;0;0;3;1;1;2
2021-03-24 02:35:59;38;7;8;9;2;0;0;3;1;1;2
2021-03-24 02:36:58;38;7;8;9;2;0;0;3;1;1;2
2021-03-24 02:37:59;38;7;8;9;2;0;0;3;1;1;2
2021-03-24 02:38:59;38;7;8;9;2;0;0;3;1;1;2
2021-03-24 02:39:58;38;7;8;9;2;0;0;3;1;1;2
2021-03-24 02:40:59;38;7;8;9;2;0;0;3;1;1;2
2021-03-24 02:41:59;38;7;8;9;2;0;0;3;1;1;2
2021-03-24 02:42:58;38;7;8;9;2;0;0;3;1;1;2
2021-03-24 02:43:59;39;7;8;9;3;0;0;3;1;1;2
2021-03-24 02:44:59;39;7;8;9;3;0;0;3;1;1;2
2021-03-24 02:45:58;39;7;8;9;3;0;0;3;1;1;2
2021-03-24 02:46:59;39;7;8;9;3;0;0;3;1;1;2
2021-03-24 02:47:58;39;7;8;9;3;0;0;3;1;1;2
2021-03-24 02:48:59;39;7;8;9;3;0;0;3;1;1;2
2021-03-24 02:49:58;39;7;8;9;3;0;0;3;1;1;2
2021-03-24 02:50:59;39;7;8;9;3;0;0;3;1;1;2
2021-03-24 02:51:59;39;7;8;9;3;0;0;3;1;1;2
2021-03-24 02:52:58;39;7;8;9;3;0;0;3;1;1;2
2021-03-24 02:53:59;39;7;8;9;3;0;0;3;1;1;2
2021-03-24 02:54:59;39;7;8;9;3;0;0;3;1;1;2
2021-03-24 02:55:58;39;7;8;9;3;0;0;3;1;1;2
2021-03-24 02:56:59;39;7;8;9;3;0;0;3;1;1;2
2021-03-24 02:57:58;40;7;8;9;3;0;0;3;0;1;2
2021-03-24 02:58:59;40;7;8;9;3;0;0;3;0;1;2
2021-03-24 02:59:59;40;7;8;9;3;0;0;3;0;1;2
2021-03-24 03:00:58;40;7;8;9;3;0;0;3;0;1;2
2021-03-24 03:01:59;40;7;8;9;3;0;0;3;0;1;2
2021-03-24 03:02:59;40;7;8;9;3;0;0;3;0;1;2
2021-03-24 03:03:58;40;7;8;9;3;0;0;3;0;1;2
2021-03-24 03:04:59;40;7;8;9;3;0;0;3;0;1;2
2021-03-24 03:05:58;40;7;8;9;3;0;0;3;0;1;2
2021-03-24 03:06:59;40;7;8;9;3;0;0;3;0;1;2
2021-03-24 03:07:58;40;7;8;9;3;0;0;3;0;1;2
2021-03-24 03:08:59;40;7;8;9;3;0;0;3;0;1;2
2021-03-24 03:09:58;40;7;8;9;3;0;0;3;0;1;2
2021-03-24 03:10:59;41;8;8;9;3;0;0;3;0;1;2
2021-03-24 03:11:58;41;8;8;9;3;0;0;3;0;1;2
2021-03-24 03:12:59;41;8;8;9;3;0;0;3;0;1;2
2021-03-24 03:13:59;41;8;8;9;3;0;0;3;0;1;2
2021-03-24 03:14:58;41;8;8;9;3;0;0;3;0;1;2
2021-03-24 03:15:59;41;8;8;9;3;0;0;3;0;1;2
2021-03-24 03:16:59;41;8;8;9;3;0;0;3;0;1;2
2021-03-24 03:17:58;41;8;8;9;3;0;0;3;0;1;2
2021-03-24 03:18:59;41;8;8;9;3;0;0;3;0;1;2
2021-03-24 03:19:59;41;8;8;9;3;0;0;3;0;1;2
2021-03-24 03:20:58;41;8;8;9;3;0;0;3;0;1;2
2021-03-24 03:21:59;41;8;8;9;3;0;0;3;0;1;2
2021-03-24 03:22:58;41;8;8;9;3;0;0;3;0;1;2
2021-03-24 03:23:59;41;8;8;9;3;0;0;3;0;1;2
2021-03-24 03:24:59;41;8;8;9;3;0;0;3;0;1;2
2021-03-24 03:25:58;42;8;8;9;4;0;0;3;0;1;2
2021-03-24 03:26:59;42;8;8;9;4;0;0;3;0;1;2
2021-03-24 03:27:59;42;8;8;9;4;0;0;3;0;1;2
2021-03-24 03:28:58;42;8;8;9;4;0;0;3;0;1;2
2021-03-24 03:29:59;42;8;8;9;4;0;0;3;0;1;2
2021-03-24 03:30:59;43;9;8;9;4;0;0;3;0;1;2
2021-03-24 03:31:58;43;9;8;9;4;0;0;3;0;1;2
2021-03-24 03:32:59;43;9;8;9;4;0;0;3;0;1;2
2021-03-24 03:33:59;43;9;8;9;4;0;0;3;0;1;2
2021-03-24 03:34:58;44;9;9;9;4;0;0;3;0;1;2
2021-03-24 03:35:59;44;9;9;9;4;0;0;3;0;1;2
2021-03-24 03:36:59;44;9;9;9;4;0;0;3;0;1;2
2021-03-24 03:37:58;44;9;9;9;4;0;0;3;0;1;2
2021-03-24 03:38:59;44;9;9;9;4;0;0;3;0;1;2
2021-03-24 03:39:58;45;9;9;9;5;0;0;3;0;1;2
2021-03-24 03:40:59;45;9;9;9;5;0;0;3;0;1;2
2021-03-24 03:41:59;45;9;9;9;5;0;0;3;0;1;2
2021-03-24 03:42:58;45;9;9;9;5;0;0;3;0;1;2
2021-03-24 03:43:59;45;9;9;9;5;0;0;3;0;1;2
2021-03-24 03:45:00;45;9;9;9;5;0;0;3;0;1;2
2021-03-24 03:45:58;45;9;9;9;5;0;0;3;0;1;2
2021-03-24 03:46:59;45;9;9;9;5;0;0;3;0;1;2
2021-03-24 03:47:58;45;9;9;9;5;0;0;3;0;1;2
2021-03-24 03:48:59;45;9;9;9;5;0;0;3;0;1;2
2021-03-24 03:49:58;45;9;9;9;5;0;0;3;0;1;2
2021-03-24 03:50:59;45;9;9;9;5;0;0;3;0;1;2
2021-03-24 03:51:58;45;9;9;9;5;0;0;3;0;1;2
2021-03-24 03:52:59;45;9;9;9;5;0;0;3;0;1;2
2021-03-24 03:53:58;45;9;9;9;5;0;0;3;0;1;2
2021-03-24 03:54:59;45;9;9;9;5;0;0;3;0;1;2
2021-03-24 03:55:58;45;9;9;9;5;0;0;3;0;1;2
2021-03-24 03:56:59;45;9;9;9;5;0;0;3;0;1;2
2021-03-24 03:57:59;45;9;9;9;5;0;0;3;0;1;2
2021-03-24 03:58:58;45;9;9;9;5;0;0;3;0;1;2
2021-03-24 03:59:59;45;9;9;9;5;0;0;3;0;1;2
2021-03-24 04:00:59;46;9;9;10;5;0;0;3;0;1;2
2021-03-24 04:01:58;46;9;9;10;5;0;0;3;0;1;2
2021-03-24 04:02:59;46;9;9;10;5;0;0;3;0;1;2
2021-03-24 04:03:58;46;9;9;10;5;0;0;3;0;1;2
2021-03-24 04:04:59;46;9;9;10;5;0;0;3;0;1;2
2021-03-24 04:05:59;46;9;9;10;5;0;0;3;0;1;2
2021-03-24 04:06:58;46;9;9;10;5;0;0;3;0;1;2
2021-03-24 04:07:59;46;9;9;10;5;0;0;3;0;1;2
2021-03-24 04:08:58;46;9;9;10;5;0;0;3;0;1;2
2021-03-24 04:09:59;46;9;9;10;5;0;0;3;0;1;2
2021-03-24 04:10:59;46;9;9;10;5;0;0;3;0;1;2
2021-03-24 04:11:58;46;9;9;10;5;0;0;3;0;1;2
2021-03-24 04:12:59;46;9;9;10;5;0;0;3;0;1;2
2021-03-24 04:13:58;46;9;9;10;5;0;0;3;0;1;2
2021-03-24 04:14:59;46;9;9;10;5;0;0;3;0;1;2
2021-03-24 04:15:58;46;9;9;10;5;0;0;3;0;1;2
2021-03-24 04:16:59;46;9;9;10;5;0;0;3;0;1;2
2021-03-24 04:17:58;46;9;9;10;5;0;0;3;0;1;2
2021-03-24 04:18:59;46;9;9;10;5;0;0;3;0;1;2
2021-03-24 04:19:59;46;9;9;10;5;0;0;3;0;1;2
2021-03-24 04:20:58;46;9;9;10;5;0;0;3;0;1;2
2021-03-24 04:21:59;47;9;9;10;5;0;0;3;1;1;2
2021-03-24 04:22:59;47;9;9;10;5;0;0;3;1;1;2
2021-03-24 04:23:58;47;9;9;10;5;0;0;3;1;1;2
2021-03-24 04:24:59;47;9;9;10;5;0;0;3;1;1;2
2021-03-24 04:25:59;47;9;9;10;5;0;0;3;1;1;2
2021-03-24 04:26:58;47;9;9;10;5;0;0;3;1;1;2
2021-03-24 04:27:59;47;9;9;10;5;0;0;3;1;1;2
2021-03-24 04:28:59;47;9;9;10;5;0;0;3;1;1;2
2021-03-24 04:29:58;47;9;9;10;5;0;0;3;1;1;2
2021-03-24 04:30:59;47;9;9;10;5;0;0;3;1;1;2
2021-03-24 04:31:59;47;9;9;10;5;0;0;3;1;1;2
2021-03-24 04:32:58;48;9;9;10;5;0;0;3;1;2;2
2021-03-24 04:33:59;48;9;9;10;5;0;0;3;1;2;2
2021-03-24 04:34:59;48;9;9;10;5;0;0;3;1;2;2
2021-03-24 04:35:58;49;9;9;10;5;0;0;3;1;2;2
2021-03-24 04:36:59;49;9;9;10;5;0;0;3;1;2;2
2021-03-24 04:37:59;49;9;9;10;5;0;0;3;1;2;2
2021-03-24 04:38:58;49;9;9;10;5;0;0;3;1;2;2
2021-03-24 04:39:59;49;9;9;10;5;0;0;3;1;2;2
2021-03-24 04:40:58;49;9;9;10;5;0;0;3;1;2;2
2021-03-24 04:41:59;49;9;9;10;5;0;0;3;1;2;2
2021-03-24 04:42:58;49;9;9;10;5;0;0;3;1;2;2
2021-03-24 04:43:59;49;9;9;10;5;0;0;3;1;2;2
2021-03-24 04:44:58;49;9;9;10;5;0;0;3;1;2;2
2021-03-24 04:45:59;49;9;9;10;5;0;0;3;1;2;2
2021-03-24 04:46:59;49;9;9;10;5;0;0;3;1;2;2
2021-03-24 04:47:58;49;9;9;10;5;0;0;3;1;2;2
2021-03-24 04:48:59;49;9;9;10;5;0;0;3;1;2;2
2021-03-24 04:49:58;49;9;9;10;5;0;0;3;1;2;2
2021-03-24 04:50:59;49;9;9;10;5;0;0;3;1;2;2
2021-03-24 04:51:58;49;9;9;10;5;0;0;3;1;2;2
2021-03-24 04:52:59;49;9;9;10;5;0;0;3;1;2;2
2021-03-24 04:53:58;50;9;9;11;5;0;0;3;1;2;2
2021-03-24 04:54:59;50;9;9;11;5;0;0;3;1;2;2
2021-03-24 04:55:59;50;9;9;11;5;0;0;3;1;2;2
2021-03-24 04:56:58;50;9;9;11;5;0;0;3;1;2;2
2021-03-24 04:57:59;50;9;9;11;5;0;0;3;1;2;2
2021-03-24 04:58:58;50;9;9;11;5;0;0;3;1;2;2
2021-03-24 04:59:59;50;9;9;11;5;0;0;3;1;2;2
2021-03-24 05:00:59;50;9;9;11;5;0;0;3;1;2;2
2021-03-24 05:01:58;50;9;9;11;5;0;0;3;1;2;2
2021-03-24 05:02:59;50;9;9;11;5;0;0;3;1;2;2
2021-03-24 05:03:58;50;9;9;11;5;0;0;3;1;2;2
2021-03-24 05:04:59;50;9;9;11;5;0;0;3;1;2;2
2021-03-24 05:05:59;50;9;9;11;5;0;0;3;1;2;2
2021-03-24 05:06:58;50;9;9;11;5;0;0;3;1;2;2
2021-03-24 05:07:59;50;9;9;11;5;0;0;3;1;2;2
2021-03-24 05:08:58;50;9;9;11;5;0;0;3;1;2;2
2021-03-24 05:09:59;50;9;9;11;5;0;0;3;1;2;2
2021-03-24 05:10:59;50;9;9;11;5;0;0;3;1;2;2
2021-03-24 05:11:58;50;9;9;11;5;0;0;3;1;2;2
2021-03-24 05:12:59;50;9;9;11;5;0;0;3;1;2;2
2021-03-24 05:13:58;50;9;9;11;5;0;0;3;1;2;2
2021-03-24 05:14:59;50;9;9;11;5;0;0;3;1;2;2
2021-03-24 05:15:58;50;9;9;11;5;0;0;3;1;2;2
2021-03-24 05:16:59;50;9;9;11;5;0;0;3;1;2;2
2021-03-24 05:17:59;50;9;9;11;5;0;0;3;1;2;2
2021-03-24 05:18:58;50;9;9;11;5;0;0;3;1;2;2
2021-03-24 05:19:59;50;9;9;11;5;0;0;3;1;2;2
2021-03-24 05:20:58;50;9;9;11;5;0;0;3;1;2;2
2021-03-24 05:21:59;50;9;9;11;5;0;0;3;1;2;2
2021-03-24 05:22:59;50;9;9;11;5;0;0;3;1;2;2
2021-03-24 05:23:59;50;9;9;11;5;0;0;3;1;2;2
2021-03-24 05:24:59;50;9;9;11;5;0;0;3;1;2;2
2021-03-24 05:25:59;50;9;9;11;5;0;0;3;1;2;2
2021-03-24 05:26:58;50;9;9;11;5;0;0;3;1;2;2
2021-03-24 05:27:59;50;9;9;11;5;0;0;3;1;2;2
2021-03-24 05:28:58;50;9;9;11;5;0;0;3;1;2;2
2021-03-24 05:29:59;50;9;9;11;5;0;0;3;1;2;2
2021-03-24 05:30:59;50;9;9;11;5;0;0;3;1;2;2
2021-03-24 05:31:58;50;9;9;11;5;0;0;3;1;2;2
2021-03-24 05:32:59;50;9;9;11;5;0;0;3;1;2;2
2021-03-24 05:33:59;50;9;9;11;5;0;0;3;1;2;2
2021-03-24 05:34:58;50;9;9;11;5;0;0;3;1;2;2
2021-03-24 05:35:59;51;9;9;11;5;0;1;3;1;2;2
2021-03-24 05:36:59;51;9;9;11;5;0;1;3;1;2;2
2021-03-24 05:37:58;51;9;9;11;5;0;1;3;1;2;2
2021-03-24 05:38:59;51;9;9;11;5;0;1;3;1;2;2
2021-03-24 05:39:58;51;9;9;11;5;0;1;3;1;2;2
2021-03-24 05:40:59;51;9;9;11;5;0;1;3;1;2;2
2021-03-24 05:41:59;51;9;9;11;5;0;1;3;1;2;2
2021-03-24 05:42:58;51;9;9;11;5;0;1;3;1;2;2
2021-03-24 05:43:59;51;9;9;11;5;0;1;3;1;2;2
2021-03-24 05:44:59;51;9;9;11;5;0;1;3;1;2;2
2021-03-24 05:45:58;51;9;9;11;5;0;1;3;1;2;2
2021-03-24 05:46:59;51;9;9;11;5;0;1;3;1;2;2
2021-03-24 05:47:58;51;9;9;11;5;0;1;3;1;2;2
2021-03-24 05:48:59;51;9;9;11;5;0;1;3;1;2;2
2021-03-24 05:49:58;51;9;9;11;5;0;1;3;1;2;2
2021-03-24 05:50:59;51;9;9;11;5;0;1;3;1;2;2
2021-03-24 05:51:58;51;9;9;11;5;0;1;3;1;2;2
2021-03-24 05:52:59;51;9;9;11;5;0;1;3;1;2;2
2021-03-24 05:53:59;51;9;9;11;5;0;1;3;1;2;2
2021-03-24 05:54:58;51;9;9;11;5;0;1;3;1;2;2
2021-03-24 05:55:59;51;9;9;11;5;0;1;3;1;2;2
2021-03-24 05:56:58;51;9;9;11;5;0;1;3;1;2;2
2021-03-24 05:57:59;51;9;9;11;5;0;1;3;1;2;2
2021-03-24 05:58:58;51;9;9;11;5;0;1;3;1;2;2
2021-03-24 05:59:59;51;9;9;11;5;0;1;3;1;2;2
2021-03-24 06:00:59;51;9;9;11;5;0;1;3;1;2;2
2021-03-24 06:01:58;51;9;9;11;5;0;1;3;1;2;2
2021-03-24 06:02:59;51;9;9;11;5;0;1;3;1;2;2
2021-03-24 06:03:58;51;9;9;11;5;0;1;3;1;2;2
2021-03-24 06:04:59;52;9;9;11;5;0;0;3;0;2;2
2021-03-24 06:05:59;52;9;9;11;5;0;0;3;0;2;2
2021-03-24 06:06:58;52;9;9;11;5;0;0;3;0;2;2
2021-03-24 06:07:59;52;9;9;11;5;0;0;3;0;2;2
2021-03-24 06:08:59;52;9;9;11;5;0;0;3;0;2;2
2021-03-24 06:09:58;52;9;9;11;5;0;0;3;0;2;2
2021-03-24 06:10:59;52;9;9;11;5;0;0;3;0;2;2
2021-03-24 06:11:59;53;9;9;11;5;0;1;3;0;2;2
2021-03-24 06:12:58;53;9;9;11;5;0;1;3;0;2;2
2021-03-24 06:13:59;53;9;9;11;5;0;1;3;0;2;2
2021-03-24 06:14:59;54;10;9;11;5;0;1;3;0;2;2
2021-03-24 06:15:58;54;10;9;11;5;0;1;3;0;2;2
2021-03-24 06:16:59;54;10;9;11;5;0;1;3;0;2;2
2021-03-24 06:17:58;55;10;9;12;5;0;1;3;0;2;2
2021-03-24 06:18:59;55;10;9;12;5;0;1;3;0;2;2
2021-03-24 06:19:58;55;10;9;12;5;0;1;3;0;2;2
2021-03-24 06:20:59;55;10;9;12;5;0;1;3;0;2;2
2021-03-24 06:21:59;55;10;9;12;5;0;1;3;0;2;2
2021-03-24 06:22:58;55;10;9;12;5;0;1;3;0;2;2
2021-03-24 06:23:59;56;10;9;13;5;0;1;3;0;2;2
2021-03-24 06:24:59;56;10;9;13;5;0;1;3;0;2;2
2021-03-24 06:25:58;56;10;9;13;5;0;1;3;0;2;2
2021-03-24 06:26:59;56;10;9;13;5;0;1;3;0;2;2
2021-03-24 06:27:58;56;10;9;13;5;0;1;3;0;2;2
2021-03-24 06:28:59;56;10;9;13;5;0;1;3;0;2;2
2021-03-24 06:29:59;56;10;9;13;5;0;1;3;0;2;2
2021-03-24 06:30:58;56;10;9;13;5;0;1;3;0;2;2
2021-03-24 06:31:59;56;10;9;13;5;0;1;3;0;2;2
2021-03-24 06:32:59;56;10;9;13;5;0;1;3;0;2;2
2021-03-24 06:33:58;57;10;9;13;6;0;1;3;0;2;2
2021-03-24 06:34:59;57;10;9;13;6;0;1;3;0;2;2
2021-03-24 06:36:00;57;10;9;13;6;0;1;3;0;2;2
2021-03-24 06:36:58;57;10;9;13;6;0;1;3;0;2;2
2021-03-24 06:38:00;57;10;9;13;6;0;1;3;0;2;2
