datetime;total_votes;SuokSuok;cofee;Der_Sturmer;brammator;asap;DrumBox;Z-L-O;rockamark;voklo;kotophalk
2019-09-11 06:04:59;41;5;6;7;4;3;0;3;2;3;0
2019-09-11 06:05:59;41;5;6;7;4;3;0;3;2;3;0
2019-09-11 06:06:59;41;5;6;7;4;3;0;3;2;3;0
2019-09-11 06:07:58;41;5;6;7;4;3;0;3;2;3;0
2019-09-11 06:08:59;41;5;6;7;4;3;0;3;2;3;0
2019-09-11 06:09:59;41;5;6;7;4;3;0;3;2;3;0
2019-09-11 06:11:00;41;5;6;7;4;3;0;3;2;3;0
2019-09-11 06:11:58;41;5;6;7;4;3;0;3;2;3;0
2019-09-11 06:12:59;41;5;6;7;4;3;0;3;2;3;0
2019-09-11 06:13:59;41;5;6;7;4;3;0;3;2;3;0
2019-09-11 06:14:58;41;5;6;7;4;3;0;3;2;3;0
2019-09-11 06:15:59;41;5;6;7;4;3;0;3;2;3;0
2019-09-11 06:16:59;41;5;6;7;4;3;0;3;2;3;0
2019-09-11 06:17:58;41;5;6;7;4;3;0;3;2;3;0
2019-09-11 06:18:59;41;5;6;7;4;3;0;3;2;3;0
2019-09-11 06:19:59;41;5;6;7;4;3;0;3;2;3;0
2019-09-11 06:20:59;41;5;6;7;4;3;0;3;2;3;0
2019-09-11 06:21:58;41;5;6;7;4;3;0;3;2;3;0
2019-09-11 06:22:59;41;5;6;7;4;3;0;3;2;3;0
2019-09-11 06:23:59;41;5;6;7;4;3;0;3;2;3;0
2019-09-11 06:24:58;41;5;6;7;4;3;0;3;2;3;0
2019-09-11 06:25:59;41;5;6;7;4;3;0;3;2;3;0
2019-09-11 06:26:59;41;5;6;7;4;3;0;3;2;3;0
2019-09-11 06:27:59;41;5;6;7;4;3;0;3;2;3;0
