datetime;total_votes;paramed;Der_Sturmer;Mindsplitter;telegraf;navalny;Volodya_FM;vatnostakan;shturn;Есения;raaxiom
2020-12-09 23:06:58;214;119;18;11;10;10;10;5;3;3;2
2020-12-09 23:07:59;214;119;18;11;10;10;10;5;3;3;2
2020-12-09 23:08:58;214;119;18;11;10;10;10;5;3;3;2
2020-12-09 23:09:59;215;120;18;11;10;10;10;5;3;3;2
2020-12-09 23:10:58;215;120;18;11;10;10;10;5;3;3;2
2020-12-09 23:11:59;215;120;18;11;10;10;10;5;3;3;2
2020-12-09 23:12:58;215;120;18;11;10;10;10;5;3;3;2
2020-12-09 23:13:59;216;119;18;11;10;10;10;5;3;3;2
2020-12-09 23:14:58;216;120;18;11;10;10;10;5;3;3;2
2020-12-09 23:15:59;217;120;18;12;10;10;10;5;3;3;2
2020-12-09 23:16:59;217;120;18;12;10;10;10;5;3;3;2
2020-12-09 23:17:58;217;120;18;12;10;10;10;5;3;3;2
2020-12-09 23:18:59;217;120;18;12;10;10;10;5;3;3;2
2020-12-09 23:19:58;217;120;18;12;10;10;10;5;3;3;2
2020-12-09 23:20:59;217;120;18;12;10;10;10;5;3;3;2
2020-12-09 23:21:58;217;120;18;12;10;10;10;5;3;3;2
2020-12-09 23:22:59;217;120;18;12;10;10;10;5;3;3;2
2020-12-09 23:23:58;217;120;18;12;10;10;10;5;3;3;2
2020-12-09 23:24:59;218;121;18;12;10;10;10;5;3;3;2
2020-12-09 23:25:59;218;121;18;12;10;10;10;5;3;3;2
2020-12-09 23:26:58;219;121;18;12;11;10;10;5;3;3;2
2020-12-09 23:27:59;219;121;18;12;11;10;10;5;3;3;2
2020-12-09 23:28:59;220;122;18;12;11;10;10;5;3;3;2
2020-12-09 23:29:58;220;122;18;12;11;10;10;5;3;3;2
2020-12-09 23:30:59;221;122;18;12;11;11;10;5;3;3;2
2020-12-09 23:31:59;221;122;18;12;11;11;10;5;3;3;2
2020-12-09 23:32:58;221;122;18;12;11;11;10;5;3;3;2
2020-12-09 23:33:59;221;122;18;12;11;11;10;5;3;3;2
2020-12-09 23:34:58;221;122;18;12;11;11;10;5;3;3;2
2020-12-09 23:35:59;221;122;18;12;11;11;10;5;3;3;2
2020-12-09 23:36:59;221;122;18;12;11;11;10;5;3;3;2
2020-12-09 23:37:58;221;122;18;12;11;11;10;5;3;3;2
2020-12-09 23:38:59;221;122;18;12;11;11;10;5;3;3;2
2020-12-09 23:39:58;221;122;18;12;11;11;10;5;3;3;2
2020-12-09 23:40:59;221;122;18;12;11;11;10;5;3;3;2
2020-12-09 23:41:58;221;122;18;12;11;11;10;5;3;3;2
2020-12-09 23:42:59;221;122;18;12;11;11;10;5;3;3;2
2020-12-09 23:43:59;222;123;18;12;11;11;10;5;3;3;2
2020-12-09 23:44:58;222;123;18;12;11;11;10;5;3;3;2
2020-12-09 23:45:59;222;123;18;12;11;11;10;5;3;3;2
2020-12-09 23:46:59;222;123;18;12;11;11;10;5;3;3;2
2020-12-09 23:47:58;222;123;18;12;11;11;10;5;3;3;2
2020-12-09 23:49:00;222;123;18;12;11;11;10;5;3;3;2
2020-12-09 23:49:58;222;123;18;12;11;11;10;5;3;3;2
2020-12-09 23:50:59;222;123;18;12;11;11;10;5;3;3;2
2020-12-09 23:51:59;222;123;18;12;11;11;10;5;3;3;2
2020-12-09 23:52:58;222;123;18;12;11;11;10;5;3;3;2
2020-12-09 23:53:59;222;123;18;12;11;11;10;5;3;3;2
2020-12-09 23:54:59;222;123;18;12;11;11;10;5;3;3;2
2020-12-09 23:55:58;222;123;18;12;11;11;10;5;3;3;2
2020-12-09 23:56:59;222;123;18;12;11;11;10;5;3;3;2
2020-12-09 23:57:58;222;123;18;12;11;11;10;5;3;3;2
2020-12-09 23:58:59;223;124;18;12;11;11;10;5;3;3;2
2020-12-09 23:59:59;223;124;18;12;11;11;10;5;3;3;2
